Project_ID,Project_Name,Project_Type,Team_Size,Budget,Duration,Tech_Stack,Project_Phase,Risk_Description,Risk_Category,Risk_Severity,Risk_Impact,Risk_Status,Mitigation_Strategy,Outcome
P03517,Project 3517,ERP,4,942,14,"Java, SAP",Perencanaan,Dataset tidak cukup representatif,SDM,Low,Low,Potensial,Redundansi sensor dan buffer data,Tertunda
P03518,Project 3518,Infrastruktur,9,812,16,"Python, TensorFlow",Perencanaan,Developer utama mengundurkan diri,Waktu,High,Low,Potensial,Rekrut developer pengganti sementara,Gagal
P03519,Project 3519,ERP,15,941,8,"Python, Node-RED",Eksekusi,Estimasi waktu yang tidak realistis,Waktu,Medium,High,Potensial,Audit ulang pipeline,Gagal
P03520,Project 3520,AI / IoT,8,106,10,"AWS, Python",Perencanaan,Kurangnya dokumentasi,Teknis,High,Medium,Terjadi,Revisi WBS dan perencanaan ulang,Berhasil
P03521,Project 3521,Mobile App,12,441,6,"Flutter, Firebase",Penutupan,Sensor gagal mengirim data real-time,Scope,Low,High,Potensial,Workshop bersama stakeholder,Berhasil
P03522,Project 3522,AI,13,176,9,"React, Node.js, MongoDB",Penutupan,Error sistem saat UAT,SDM,Medium,Low,Terjadi,Workshop bersama stakeholder,Gagal
P03523,Project 3523,AI / IoT,13,782,8,"Python, Node-RED",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,Teknis,High,Low,Potensial,Redundansi sensor dan buffer data,Berhasil
P03524,Project 3524,Infrastruktur,8,213,13,"PHP, MySQL",Penutupan,Estimasi waktu yang tidak realistis,SDM,Medium,Low,Potensial,Audit ulang pipeline,Tertunda
P03525,Project 3525,Mobile App,9,719,16,"React, Node.js, MongoDB",Eksekusi,Modul pembayaran gagal terkoneksi,Scope,High,Low,Potensial,Tambahkan data latih dari proyek sebelumnya,Tertunda
P03526,Project 3526,Web Dev,5,405,12,"PHP, MySQL",Eksekusi,Kurangnya dokumentasi,SDM,High,High,Potensial,Redundansi sensor dan buffer data,Gagal
P03527,Project 3527,Web Dev,14,225,10,"Java, SAP",Perencanaan,Developer utama mengundurkan diri,Scope,Medium,Medium,Potensial,Revisi WBS dan perencanaan ulang,Berhasil
P03528,Project 3528,Web Dev,3,950,4,"C#, SQL Server",Penutupan,Kurangnya dokumentasi,Scope,High,High,Terjadi,Revisi WBS dan perencanaan ulang,Tertunda
P03529,Project 3529,AI,5,140,14,"AWS, Python",Perencanaan,Dataset tidak cukup representatif,SDM,High,Low,Potensial,Rekrut developer pengganti sementara,Gagal
P03530,Project 3530,Enterprise,10,995,11,"Laravel, MySQL",Eksekusi,Salah konfigurasi pipeline CI/CD,Scope,Low,Medium,Potensial,Workshop bersama stakeholder,Tertunda
P03531,Project 3531,Web Dev,13,964,5,"C#, SQL Server",Perencanaan,Kurangnya dokumentasi,Scope,High,High,Terjadi,Tambahkan data latih dari proyek sebelumnya,Tertunda
P03532,Project 3532,ERP,15,980,9,"PHP, MySQL",Perencanaan,Error sistem saat UAT,Scope,Medium,High,Potensial,Rekrut developer pengganti sementara,Gagal
P03533,Project 3533,Web Dev,5,337,4,"Java, SAP",Perencanaan,Developer utama mengundurkan diri,SDM,High,Low,Terjadi,Workshop bersama stakeholder,Gagal
P03534,Project 3534,ERP,13,451,5,"Flutter, Firebase",Penutupan,Estimasi waktu yang tidak realistis,Scope,Medium,Low,Potensial,Audit ulang pipeline,Tertunda
P03535,Project 3535,Infrastruktur,3,916,13,"C#, SQL Server",Perencanaan,Modul pembayaran gagal terkoneksi,Waktu,Medium,Medium,Potensial,Jadwal ulang deployment pada malam hari,Berhasil
P03536,Project 3536,AI,8,800,5,"Python, Node-RED",Penutupan,Modul pembayaran gagal terkoneksi,SDM,Low,High,Potensial,Tambahkan data latih dari proyek sebelumnya,Berhasil
P03537,Project 3537,Infrastruktur,5,870,9,"React, Node.js, MongoDB",Perencanaan,Dataset tidak cukup representatif,SDM,Low,Medium,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P03538,Project 3538,Mobile App,13,843,8,"PHP, MySQL",Perencanaan,Sensor gagal mengirim data real-time,Waktu,Medium,High,Potensial,Workshop bersama stakeholder,Gagal
P03539,Project 3539,Mobile App,8,643,6,"PHP, MySQL",Perencanaan,Error sistem saat UAT,Teknis,Low,Medium,Potensial,Revisi WBS dan perencanaan ulang,Gagal
P03540,Project 3540,Infrastruktur,5,286,14,"AWS, Python",Penutupan,Developer utama mengundurkan diri,Teknis,High,Medium,Potensial,Tambahkan data latih dari proyek sebelumnya,Berhasil
P03541,Project 3541,ERP,13,872,11,"Python, Node-RED",Penutupan,Sensor gagal mengirim data real-time,Teknis,High,High,Terjadi,Revisi WBS dan perencanaan ulang,Berhasil
P03542,Project 3542,Infrastruktur,8,605,10,"Docker, Jenkins, Python",Eksekusi,Sensor gagal mengirim data real-time,Waktu,High,Low,Potensial,Rekrut developer pengganti sementara,Gagal
P03543,Project 3543,Infrastruktur,4,822,12,"Flutter, Firebase",Eksekusi,Dataset tidak cukup representatif,Waktu,High,High,Potensial,Fix bug dan ulang UAT,Gagal
P03544,Project 3544,AI,5,620,10,"AWS, Python",Penutupan,Kurangnya dokumentasi,Teknis,High,High,Potensial,Rekrut developer pengganti sementara,Berhasil
P03545,Project 3545,Enterprise,7,708,5,"C#, SQL Server",Eksekusi,Error sistem saat UAT,Teknis,Low,Medium,Terjadi,Rekrut developer pengganti sementara,Berhasil
P03546,Project 3546,Infrastruktur,15,610,5,"PHP, MySQL",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,Scope,High,Low,Terjadi,Rekrut developer pengganti sementara,Berhasil
P03547,Project 3547,AI,9,220,14,"React, Node.js, MongoDB",Eksekusi,Estimasi waktu yang tidak realistis,Teknis,High,High,Terjadi,Workshop bersama stakeholder,Tertunda
P03548,Project 3548,Enterprise,11,455,4,"Python, Node-RED",Eksekusi,Error sistem saat UAT,SDM,Low,High,Terjadi,Fix bug dan ulang UAT,Tertunda
P03549,Project 3549,AI / IoT,4,943,13,"PHP, MySQL",Perencanaan,Developer utama mengundurkan diri,Teknis,Medium,Medium,Potensial,Redundansi sensor dan buffer data,Tertunda
P03550,Project 3550,Web Dev,4,689,14,"React, Node.js, MongoDB",Penutupan,Dataset tidak cukup representatif,Waktu,Low,Low,Terjadi,Jadwal ulang deployment pada malam hari,Tertunda
P03551,Project 3551,AI / IoT,13,189,4,"Docker, Jenkins, Python",Penutupan,Kurangnya dokumentasi,Teknis,Medium,High,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Tertunda
P03552,Project 3552,Enterprise,9,274,4,"React, Node.js, MongoDB",Penutupan,Kurangnya dokumentasi,Scope,Medium,Medium,Terjadi,Tambahkan data latih dari proyek sebelumnya,Gagal
P03553,Project 3553,ERP,13,914,9,"React, Node.js, MongoDB",Perencanaan,Salah konfigurasi pipeline CI/CD,Waktu,High,High,Terjadi,Audit ulang pipeline,Tertunda
P03554,Project 3554,Web Dev,7,501,9,"Docker, Jenkins, Python",Penutupan,Developer utama mengundurkan diri,Scope,Low,Low,Potensial,Workshop bersama stakeholder,Tertunda
P03555,Project 3555,Infrastruktur,12,711,16,"Python, Node-RED",Perencanaan,Error sistem saat UAT,Waktu,Low,Medium,Potensial,Workshop bersama stakeholder,Gagal
P03556,Project 3556,ERP,8,248,12,"PHP, MySQL",Perencanaan,Salah konfigurasi pipeline CI/CD,SDM,Low,High,Terjadi,Workshop bersama stakeholder,Tertunda
P03557,Project 3557,ERP,3,441,7,"Docker, Jenkins, Python",Perencanaan,Dataset tidak cukup representatif,Teknis,Low,Low,Terjadi,Revisi WBS dan perencanaan ulang,Tertunda
P03558,Project 3558,Mobile App,12,182,13,"PHP, MySQL",Penutupan,Server downtime during deployment,Scope,High,High,Terjadi,Jadwal ulang deployment pada malam hari,Tertunda
P03559,Project 3559,Enterprise,9,286,9,"Python, TensorFlow",Penutupan,Estimasi waktu yang tidak realistis,Scope,Medium,Low,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P03560,Project 3560,Infrastruktur,15,148,14,"PHP, MySQL",Eksekusi,Developer utama mengundurkan diri,Scope,Medium,Low,Terjadi,Fix bug dan ulang UAT,Gagal
P03561,Project 3561,AI,14,766,4,"Flutter, Firebase",Eksekusi,Modul pembayaran gagal terkoneksi,SDM,Medium,Low,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Tertunda
P03562,Project 3562,ERP,7,753,15,"Java, SAP",Eksekusi,Kurangnya dokumentasi,Waktu,High,Low,Terjadi,Tambahkan data latih dari proyek sebelumnya,Berhasil
P03563,Project 3563,ERP,14,856,5,"Python, Node-RED",Perencanaan,Developer utama mengundurkan diri,Scope,Medium,High,Terjadi,Tambahkan data latih dari proyek sebelumnya,Gagal
P03564,Project 3564,AI,8,186,8,"Java, SAP",Eksekusi,Dataset tidak cukup representatif,Teknis,Low,Low,Potensial,Audit ulang pipeline,Gagal
P03565,Project 3565,Enterprise,5,902,6,"Docker, Jenkins, Python",Eksekusi,Server downtime during deployment,Scope,Low,Low,Terjadi,Fix bug dan ulang UAT,Berhasil
P03566,Project 3566,Enterprise,12,321,10,"React, Node.js, MongoDB",Eksekusi,Tujuan proyek tidak didefinisikan dengan baik,Teknis,Medium,Medium,Terjadi,Fix bug dan ulang UAT,Berhasil
P03567,Project 3567,Mobile App,3,848,4,"C#, SQL Server",Eksekusi,Server downtime during deployment,Waktu,Medium,High,Terjadi,Fix bug dan ulang UAT,Tertunda
P03568,Project 3568,Infrastruktur,4,955,9,"React, Node.js, MongoDB",Eksekusi,Developer utama mengundurkan diri,Scope,Low,High,Terjadi,Jadwal ulang deployment pada malam hari,Berhasil
P03569,Project 3569,Web Dev,14,567,4,"React, Node.js, MongoDB",Eksekusi,Estimasi waktu yang tidak realistis,Teknis,High,Medium,Terjadi,Workshop bersama stakeholder,Tertunda
P03570,Project 3570,Enterprise,6,135,14,"Laravel, MySQL",Perencanaan,Server downtime during deployment,Waktu,Medium,Low,Terjadi,Redundansi sensor dan buffer data,Gagal
P03571,Project 3571,AI,15,696,11,"Docker, Jenkins, Python",Penutupan,Server downtime during deployment,SDM,Medium,High,Terjadi,Audit ulang pipeline,Berhasil
P03572,Project 3572,Web Dev,9,393,8,"Java, SAP",Eksekusi,Developer utama mengundurkan diri,Waktu,Low,High,Terjadi,Workshop bersama stakeholder,Gagal
P03573,Project 3573,AI,3,327,9,"Python, TensorFlow",Eksekusi,Sensor gagal mengirim data real-time,Waktu,Medium,Medium,Potensial,Tambahkan fallback koneksi & testing,Berhasil
P03574,Project 3574,AI / IoT,10,531,4,"Flutter, Firebase",Perencanaan,Salah konfigurasi pipeline CI/CD,Teknis,High,Medium,Terjadi,Workshop bersama stakeholder,Tertunda
P03575,Project 3575,AI,7,111,15,"Python, TensorFlow",Eksekusi,Dataset tidak cukup representatif,Scope,Medium,High,Terjadi,Redundansi sensor dan buffer data,Tertunda
P03576,Project 3576,Enterprise,12,450,15,"Python, Node-RED",Eksekusi,Sensor gagal mengirim data real-time,Teknis,Low,Medium,Potensial,Audit ulang pipeline,Tertunda
P03577,Project 3577,Enterprise,5,581,10,"PHP, MySQL",Eksekusi,Kurangnya dokumentasi,SDM,Medium,Low,Terjadi,Tambahkan fallback koneksi & testing,Berhasil
P03578,Project 3578,Web Dev,14,866,10,"Docker, Jenkins, Python",Perencanaan,Dataset tidak cukup representatif,Scope,Medium,Low,Potensial,Tambahkan fallback koneksi & testing,Gagal
P03579,Project 3579,AI,4,768,7,"Docker, Jenkins, Python",Perencanaan,Server downtime during deployment,Teknis,High,High,Terjadi,Audit ulang pipeline,Gagal
P03580,Project 3580,Infrastruktur,5,988,5,"PHP, MySQL",Perencanaan,Developer utama mengundurkan diri,SDM,Medium,Low,Terjadi,Jadwal ulang deployment pada malam hari,Berhasil
P03581,Project 3581,Enterprise,10,998,8,"Flutter, Firebase",Eksekusi,Salah konfigurasi pipeline CI/CD,Scope,High,High,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Gagal
P03582,Project 3582,Mobile App,5,361,8,"PHP, MySQL",Penutupan,Estimasi waktu yang tidak realistis,Scope,High,Low,Terjadi,Jadwal ulang deployment pada malam hari,Tertunda
P03583,Project 3583,AI / IoT,13,542,5,"Flutter, Firebase",Perencanaan,Salah konfigurasi pipeline CI/CD,SDM,High,Low,Potensial,Jadwal ulang deployment pada malam hari,Tertunda
P03584,Project 3584,Mobile App,9,574,10,"PHP, MySQL",Perencanaan,Salah konfigurasi pipeline CI/CD,Teknis,Low,Medium,Potensial,Rekrut developer pengganti sementara,Gagal
P03585,Project 3585,Enterprise,14,895,9,"PHP, MySQL",Perencanaan,Server downtime during deployment,SDM,Low,Medium,Terjadi,Tambahkan data latih dari proyek sebelumnya,Gagal
P03586,Project 3586,AI / IoT,3,783,8,"PHP, MySQL",Eksekusi,Kurangnya dokumentasi,Waktu,Low,Low,Terjadi,Rekrut developer pengganti sementara,Tertunda
P03587,Project 3587,Mobile App,11,270,5,"Docker, Jenkins, Python",Perencanaan,Salah konfigurasi pipeline CI/CD,Scope,Low,Low,Terjadi,Fix bug dan ulang UAT,Gagal
P03588,Project 3588,Infrastruktur,9,727,8,"Java, SAP",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,SDM,Low,High,Potensial,Workshop bersama stakeholder,Gagal
P03589,Project 3589,Infrastruktur,12,874,7,"C#, SQL Server",Perencanaan,Salah konfigurasi pipeline CI/CD,SDM,Low,Medium,Terjadi,Fix bug dan ulang UAT,Tertunda
P03590,Project 3590,AI,9,194,9,"PHP, MySQL",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,Teknis,Medium,High,Terjadi,Fix bug dan ulang UAT,Gagal
P03591,Project 3591,ERP,8,549,13,"Laravel, MySQL",Penutupan,Salah konfigurasi pipeline CI/CD,Waktu,High,High,Terjadi,Jadwal ulang deployment pada malam hari,Gagal
P03592,Project 3592,Infrastruktur,14,286,11,"Python, TensorFlow",Perencanaan,Dataset tidak cukup representatif,SDM,Medium,Low,Potensial,Redundansi sensor dan buffer data,Tertunda
P03593,Project 3593,AI,10,435,9,"Laravel, MySQL",Eksekusi,Modul pembayaran gagal terkoneksi,SDM,High,Medium,Terjadi,Fix bug dan ulang UAT,Tertunda
P03594,Project 3594,ERP,7,695,9,"Java, SAP",Eksekusi,Tujuan proyek tidak didefinisikan dengan baik,Teknis,Medium,Medium,Terjadi,Revisi WBS dan perencanaan ulang,Tertunda
P03595,Project 3595,Mobile App,13,788,4,"Python, Node-RED",Perencanaan,Kurangnya dokumentasi,SDM,Low,High,Potensial,Redundansi sensor dan buffer data,Berhasil
P03596,Project 3596,Web Dev,15,784,10,"Laravel, MySQL",Eksekusi,Estimasi waktu yang tidak realistis,Scope,High,High,Potensial,Revisi WBS dan perencanaan ulang,Tertunda
P03597,Project 3597,Mobile App,12,755,14,"Docker, Jenkins, Python",Perencanaan,Kurangnya dokumentasi,Waktu,High,Low,Potensial,Jadwal ulang deployment pada malam hari,Gagal
P03598,Project 3598,Infrastruktur,13,781,4,"C#, SQL Server",Eksekusi,Dataset tidak cukup representatif,Waktu,Low,Medium,Potensial,Workshop bersama stakeholder,Gagal
P03599,Project 3599,AI / IoT,11,355,6,"AWS, Python",Perencanaan,Salah konfigurasi pipeline CI/CD,Teknis,Low,Low,Terjadi,Workshop bersama stakeholder,Berhasil
P03600,Project 3600,AI,5,237,4,"PHP, MySQL",Penutupan,Kurangnya dokumentasi,Scope,Medium,Medium,Potensial,Tambahkan fallback koneksi & testing,Berhasil
P03601,Project 3601,ERP,8,870,8,"Python, Node-RED",Eksekusi,Sensor gagal mengirim data real-time,Teknis,High,High,Terjadi,Revisi WBS dan perencanaan ulang,Berhasil
P03602,Project 3602,Infrastruktur,10,532,6,"Flutter, Firebase",Penutupan,Dataset tidak cukup representatif,Waktu,Medium,Low,Potensial,Workshop bersama stakeholder,Gagal
P03603,Project 3603,Infrastruktur,3,255,10,"Python, Node-RED",Eksekusi,Dataset tidak cukup representatif,Waktu,Medium,Medium,Potensial,Revisi WBS dan perencanaan ulang,Berhasil
P03604,Project 3604,AI / IoT,3,146,15,"Laravel, MySQL",Eksekusi,Tujuan proyek tidak didefinisikan dengan baik,SDM,High,Low,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Gagal
P03605,Project 3605,Enterprise,15,435,14,"Docker, Jenkins, Python",Penutupan,Salah konfigurasi pipeline CI/CD,Waktu,Medium,Medium,Terjadi,Rekrut developer pengganti sementara,Gagal
P03606,Project 3606,ERP,14,725,7,"Laravel, MySQL",Perencanaan,Kurangnya dokumentasi,Scope,Medium,Low,Terjadi,Revisi WBS dan perencanaan ulang,Gagal
P03607,Project 3607,AI,5,156,7,"Python, TensorFlow",Perencanaan,Modul pembayaran gagal terkoneksi,SDM,Low,High,Potensial,Revisi WBS dan perencanaan ulang,Tertunda
P03608,Project 3608,Web Dev,8,795,10,"Laravel, MySQL",Perencanaan,Error sistem saat UAT,Teknis,High,High,Terjadi,Audit ulang pipeline,Tertunda
P03609,Project 3609,Web Dev,14,645,9,"PHP, MySQL",Perencanaan,Estimasi waktu yang tidak realistis,SDM,Medium,Low,Terjadi,Tambahkan fallback koneksi & testing,Gagal
P03610,Project 3610,Infrastruktur,12,425,15,"Flutter, Firebase",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,SDM,Medium,Medium,Potensial,Tambahkan fallback koneksi & testing,Tertunda
P03611,Project 3611,AI,11,768,12,"React, Node.js, MongoDB",Eksekusi,Salah konfigurasi pipeline CI/CD,SDM,Low,High,Potensial,Workshop bersama stakeholder,Tertunda
P03612,Project 3612,AI,10,152,10,"Flutter, Firebase",Perencanaan,Error sistem saat UAT,Scope,High,High,Potensial,Redundansi sensor dan buffer data,Tertunda
P03613,Project 3613,Enterprise,12,762,8,"C#, SQL Server",Perencanaan,Kurangnya dokumentasi,Teknis,Low,High,Potensial,Fix bug dan ulang UAT,Gagal
P03614,Project 3614,Web Dev,6,763,13,"Java, SAP",Penutupan,Sensor gagal mengirim data real-time,SDM,High,High,Terjadi,Rekrut developer pengganti sementara,Berhasil
P03615,Project 3615,Mobile App,14,205,14,"React, Node.js, MongoDB",Perencanaan,Server downtime during deployment,Scope,Low,Medium,Potensial,Revisi WBS dan perencanaan ulang,Tertunda
P03616,Project 3616,Web Dev,4,140,6,"Python, TensorFlow",Perencanaan,Error sistem saat UAT,SDM,High,Low,Potensial,Tambahkan fallback koneksi & testing,Tertunda
P03617,Project 3617,Mobile App,11,870,10,"React, Node.js, MongoDB",Eksekusi,Error sistem saat UAT,Scope,High,High,Potensial,Jadwal ulang deployment pada malam hari,Gagal
P03618,Project 3618,Enterprise,10,502,14,"Flutter, Firebase",Eksekusi,Dataset tidak cukup representatif,SDM,High,Low,Terjadi,Revisi WBS dan perencanaan ulang,Gagal
P03619,Project 3619,AI / IoT,15,123,16,"Java, SAP",Perencanaan,Modul pembayaran gagal terkoneksi,Scope,Medium,High,Potensial,Fix bug dan ulang UAT,Berhasil
P03620,Project 3620,Web Dev,14,687,9,"Python, Node-RED",Perencanaan,Dataset tidak cukup representatif,Teknis,Low,High,Potensial,Jadwal ulang deployment pada malam hari,Tertunda
P03621,Project 3621,ERP,13,839,15,"Laravel, MySQL",Eksekusi,Salah konfigurasi pipeline CI/CD,Scope,Medium,Low,Potensial,Workshop bersama stakeholder,Berhasil
P03622,Project 3622,AI / IoT,12,604,6,"Docker, Jenkins, Python",Eksekusi,Tujuan proyek tidak didefinisikan dengan baik,Teknis,Low,Low,Potensial,Rekrut developer pengganti sementara,Gagal
P03623,Project 3623,ERP,4,966,5,"AWS, Python",Eksekusi,Sensor gagal mengirim data real-time,Scope,Medium,Low,Terjadi,Fix bug dan ulang UAT,Berhasil
P03624,Project 3624,AI / IoT,11,597,13,"PHP, MySQL",Perencanaan,Developer utama mengundurkan diri,SDM,Low,High,Potensial,Redundansi sensor dan buffer data,Berhasil
P03625,Project 3625,AI / IoT,5,600,5,"Python, Node-RED",Penutupan,Developer utama mengundurkan diri,Waktu,High,Medium,Terjadi,Fix bug dan ulang UAT,Berhasil
P03626,Project 3626,Mobile App,4,792,7,"AWS, Python",Penutupan,Kurangnya dokumentasi,Scope,Medium,Medium,Potensial,Revisi WBS dan perencanaan ulang,Tertunda
P03627,Project 3627,AI,4,112,6,"Laravel, MySQL",Penutupan,Sensor gagal mengirim data real-time,SDM,High,High,Terjadi,Rekrut developer pengganti sementara,Berhasil
P03628,Project 3628,AI,10,576,10,"Flutter, Firebase",Penutupan,Error sistem saat UAT,SDM,High,High,Terjadi,Jadwal ulang deployment pada malam hari,Gagal
P03629,Project 3629,AI,15,189,15,"C#, SQL Server",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,Waktu,Medium,High,Terjadi,Redundansi sensor dan buffer data,Berhasil
P03630,Project 3630,Mobile App,3,997,13,"Java, SAP",Perencanaan,Developer utama mengundurkan diri,Scope,Low,High,Terjadi,Revisi WBS dan perencanaan ulang,Tertunda
P03631,Project 3631,AI / IoT,10,668,8,"Laravel, MySQL",Penutupan,Server downtime during deployment,Waktu,Low,High,Terjadi,Tambahkan data latih dari proyek sebelumnya,Berhasil
P03632,Project 3632,AI / IoT,15,174,15,"Python, Node-RED",Penutupan,Developer utama mengundurkan diri,Teknis,Medium,Low,Terjadi,Rekrut developer pengganti sementara,Tertunda
P03633,Project 3633,Enterprise,12,667,16,"Docker, Jenkins, Python",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,SDM,Medium,Medium,Potensial,Audit ulang pipeline,Gagal
P03634,Project 3634,Web Dev,15,960,13,"C#, SQL Server",Eksekusi,Salah konfigurasi pipeline CI/CD,SDM,High,High,Terjadi,Jadwal ulang deployment pada malam hari,Tertunda
P03635,Project 3635,ERP,5,481,15,"Laravel, MySQL",Eksekusi,Developer utama mengundurkan diri,Teknis,High,Medium,Terjadi,Tambahkan fallback koneksi & testing,Berhasil
P03636,Project 3636,Infrastruktur,13,435,15,"PHP, MySQL",Perencanaan,Modul pembayaran gagal terkoneksi,Waktu,Low,Low,Potensial,Tambahkan fallback koneksi & testing,Tertunda
P03637,Project 3637,Infrastruktur,8,806,7,"React, Node.js, MongoDB",Perencanaan,Kurangnya dokumentasi,SDM,High,High,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Tertunda
P03638,Project 3638,AI,14,616,9,"Docker, Jenkins, Python",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,Waktu,High,High,Terjadi,Revisi WBS dan perencanaan ulang,Tertunda
P03639,Project 3639,AI,15,700,13,"Python, Node-RED",Perencanaan,Modul pembayaran gagal terkoneksi,Teknis,High,Low,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Tertunda
P03640,Project 3640,Mobile App,12,312,12,"C#, SQL Server",Penutupan,Error sistem saat UAT,SDM,Low,Low,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Tertunda
P03641,Project 3641,Mobile App,7,373,11,"PHP, MySQL",Perencanaan,Error sistem saat UAT,Waktu,Low,High,Potensial,Tambahkan fallback koneksi & testing,Tertunda
P03642,Project 3642,Mobile App,4,959,9,"AWS, Python",Perencanaan,Sensor gagal mengirim data real-time,Scope,Medium,Low,Terjadi,Jadwal ulang deployment pada malam hari,Tertunda
P03643,Project 3643,Enterprise,13,241,5,"Laravel, MySQL",Eksekusi,Tujuan proyek tidak didefinisikan dengan baik,Waktu,Low,Medium,Terjadi,Redundansi sensor dan buffer data,Tertunda
P03644,Project 3644,AI,14,537,5,"Docker, Jenkins, Python",Perencanaan,Server downtime during deployment,Scope,Low,High,Potensial,Tambahkan data latih dari proyek sebelumnya,Tertunda
P03645,Project 3645,ERP,14,479,14,"Laravel, MySQL",Eksekusi,Estimasi waktu yang tidak realistis,Waktu,Low,Medium,Potensial,Jadwal ulang deployment pada malam hari,Gagal
P03646,Project 3646,Infrastruktur,10,662,14,"Python, Node-RED",Penutupan,Modul pembayaran gagal terkoneksi,SDM,High,High,Potensial,Audit ulang pipeline,Berhasil
P03647,Project 3647,Mobile App,5,191,6,"Python, TensorFlow",Penutupan,Estimasi waktu yang tidak realistis,Teknis,Low,Low,Terjadi,Tambahkan fallback koneksi & testing,Berhasil
P03648,Project 3648,AI,12,296,11,"AWS, Python",Perencanaan,Kurangnya dokumentasi,SDM,Low,Medium,Terjadi,Jadwal ulang deployment pada malam hari,Gagal
P03649,Project 3649,Web Dev,12,386,10,"Python, Node-RED",Perencanaan,Salah konfigurasi pipeline CI/CD,SDM,Medium,Medium,Terjadi,Audit ulang pipeline,Tertunda
P03650,Project 3650,Enterprise,11,242,10,"PHP, MySQL",Penutupan,Developer utama mengundurkan diri,SDM,High,Low,Potensial,Audit ulang pipeline,Berhasil
P03651,Project 3651,Enterprise,9,638,5,"Docker, Jenkins, Python",Penutupan,Server downtime during deployment,SDM,High,Low,Potensial,Jadwal ulang deployment pada malam hari,Berhasil
P03652,Project 3652,Web Dev,10,661,9,"C#, SQL Server",Eksekusi,Kurangnya dokumentasi,SDM,High,High,Terjadi,Jadwal ulang deployment pada malam hari,Gagal
P03653,Project 3653,Enterprise,5,111,7,"AWS, Python",Penutupan,Sensor gagal mengirim data real-time,Teknis,Medium,Medium,Terjadi,Rekrut developer pengganti sementara,Tertunda
P03654,Project 3654,ERP,5,751,12,"Flutter, Firebase",Penutupan,Server downtime during deployment,Waktu,High,High,Terjadi,Tambahkan data latih dari proyek sebelumnya,Berhasil
P03655,Project 3655,AI / IoT,6,406,12,"Docker, Jenkins, Python",Eksekusi,Modul pembayaran gagal terkoneksi,Teknis,Low,High,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Tertunda
P03656,Project 3656,Mobile App,6,319,7,"Flutter, Firebase",Perencanaan,Server downtime during deployment,SDM,Medium,High,Terjadi,Redundansi sensor dan buffer data,Gagal
P03657,Project 3657,Mobile App,9,922,8,"AWS, Python",Perencanaan,Salah konfigurasi pipeline CI/CD,SDM,Medium,Low,Potensial,Workshop bersama stakeholder,Tertunda
P03658,Project 3658,Enterprise,12,508,5,"AWS, Python",Perencanaan,Developer utama mengundurkan diri,Scope,High,Low,Terjadi,Rekrut developer pengganti sementara,Gagal
P03659,Project 3659,Mobile App,5,537,12,"Java, SAP",Penutupan,Dataset tidak cukup representatif,Teknis,Medium,Medium,Potensial,Revisi WBS dan perencanaan ulang,Gagal
P03660,Project 3660,AI / IoT,6,610,14,"C#, SQL Server",Penutupan,Modul pembayaran gagal terkoneksi,SDM,High,High,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Gagal
P03661,Project 3661,AI / IoT,8,419,10,"Docker, Jenkins, Python",Penutupan,Developer utama mengundurkan diri,SDM,High,Medium,Potensial,Jadwal ulang deployment pada malam hari,Tertunda
P03662,Project 3662,Web Dev,4,994,13,"PHP, MySQL",Perencanaan,Error sistem saat UAT,Waktu,Low,Low,Potensial,Jadwal ulang deployment pada malam hari,Tertunda
P03663,Project 3663,Web Dev,7,570,7,"Java, SAP",Eksekusi,Kurangnya dokumentasi,Waktu,Low,Low,Terjadi,Rekrut developer pengganti sementara,Gagal
P03664,Project 3664,ERP,6,122,9,"Flutter, Firebase",Perencanaan,Salah konfigurasi pipeline CI/CD,Teknis,Low,Low,Potensial,Jadwal ulang deployment pada malam hari,Berhasil
P03665,Project 3665,AI,3,552,4,"Flutter, Firebase",Penutupan,Dataset tidak cukup representatif,Scope,Low,Medium,Potensial,Revisi WBS dan perencanaan ulang,Tertunda
P03666,Project 3666,Infrastruktur,14,762,5,"C#, SQL Server",Perencanaan,Sensor gagal mengirim data real-time,Teknis,Low,High,Potensial,Tambahkan fallback koneksi & testing,Tertunda
